,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
6149,A0A0C3R6R4,Outer Membrane,0.0030,0.0896,0.0421,0.0676,0.4631,0.3347
6150,R0ER24,Periplasmic,0.0010,0.0257,0.1334,0.0112,0.0700,0.7587
6151,A0A316R8K8,Periplasmic,0.0007,0.0226,0.0063,0.0013,0.0662,0.9028
6152,U6R7L9,Outer Membrane,0.0010,0.0108,0.0115,0.0089,0.4908,0.4770
6153,A0A3D1KIE6,Periplasmic,0.0002,0.0855,0.0100,0.0003,0.0105,0.8935
6154,J9CCH0,Periplasmic,0.0007,0.0401,0.0095,0.0014,0.1048,0.8436
6155,A0A1T4LCW8,Periplasmic,0.0008,0.0277,0.0318,0.0010,0.0163,0.9224
6156,G1W9U7,Periplasmic,0.0003,0.0996,0.0508,0.0012,0.0198,0.8282
6157,R6YDS7,Periplasmic,0.0001,0.0331,0.0019,0.0002,0.0045,0.9601
6158,A0A1I5UZF3,Cytoplasmic,0.0037,0.0142,0.9566,0.0218,0.0015,0.0022
6159,A0A173Z0G7,Outer Membrane,0.0005,0.0051,0.0061,0.0125,0.6120,0.3638
6160,C9M8I1,Periplasmic,0.0025,0.1094,0.1539,0.0594,0.0787,0.5961
6161,A0A0A2GC99,Cytoplasmic,0.0006,0.0183,0.8345,0.0052,0.0071,0.1342
6162,D3IAL9,Periplasmic,0.0008,0.1161,0.0022,0.0004,0.0429,0.8376
6163,A0A2S4GGS0,Cytoplasmic,0.0007,0.0253,0.9621,0.0040,0.0046,0.0033
6164,A0A3C1UBT0,Periplasmic,0.0002,0.0072,0.0078,0.0004,0.0358,0.9485
6165,R5C2Z6,Periplasmic,0.0012,0.0163,0.0558,0.0091,0.4118,0.5058
6166,E6SVA5,Outer Membrane,0.0006,0.0086,0.0091,0.0151,0.7197,0.2468
6167,A0A0D0HBQ2,Periplasmic,0.0004,0.0440,0.0014,0.0004,0.0268,0.9270
6168,A0A0F5JG33,Periplasmic,0.0094,0.2232,0.0134,0.0111,0.0546,0.6883
6169,D4M771,Cytoplasmic,0.0040,0.0854,0.4391,0.0458,0.0659,0.3598
6170,A0A2I9E910,Cytoplasmic,0.0001,0.2137,0.7707,0.0025,0.0012,0.0118
6171,A0A069CZH4,Periplasmic,0.0001,0.0120,0.0003,0.0002,0.0048,0.9825
6172,F3MJN0,Cytoplasmic,0.0007,0.0290,0.9318,0.0354,0.0010,0.0022
6173,A0A1E8YG86,Cytoplasmic,0.0204,0.0202,0.9431,0.0102,0.0051,0.0010
6174,R7LIP8,Cytoplasmic,0.0002,0.0244,0.9541,0.0118,0.0014,0.0082
6175,A0A1Y4UBQ4,Periplasmic,0.0016,0.0227,0.0314,0.0137,0.1788,0.7518
6176,U6RGW1,Periplasmic,0.0005,0.0284,0.0031,0.0059,0.3822,0.5799
6177,B0MWC1,Outer Membrane,0.0035,0.0373,0.0588,0.0340,0.4451,0.4213
6178,J9G1E5,Periplasmic,0.0012,0.0106,0.0222,0.0089,0.2050,0.7520
6179,A0A2L2WTA6,Cytoplasmic,0.0002,0.0199,0.9455,0.0172,0.0019,0.0153
6180,R6SUM6,Cytoplasmic,0.0002,0.0839,0.8891,0.0071,0.0037,0.0160
6181,S0F437,Periplasmic,0.0002,0.0121,0.0032,0.0011,0.1574,0.8261
6182,C9LKN4,Periplasmic,0.0006,0.0489,0.0055,0.0025,0.0146,0.9279
6183,V9URL9,Cytoplasmic,0.0000,0.0387,0.8970,0.0006,0.0002,0.0634
6184,A0A1U7L7V7,Outer Membrane,0.0009,0.0332,0.0066,0.0080,0.7557,0.1955
6185,A0A073KJM7,Periplasmic,0.0001,0.0297,0.0229,0.0009,0.0027,0.9437
6186,A0A150B360,Cytoplasmic,0.0370,0.3130,0.6133,0.0211,0.0108,0.0049
6187,A0A316MVH9,Periplasmic,0.0001,0.0034,0.0032,0.0022,0.0345,0.9567
6188,A0A3D3TER6,Outer Membrane,0.0033,0.0323,0.0551,0.2746,0.4067,0.2280
6189,F5XM85,Cytoplasmic,0.0000,0.1134,0.8788,0.0022,0.0003,0.0052
6190,A0A173ZC46,Periplasmic,0.0016,0.0297,0.0756,0.0215,0.1197,0.7519
6191,A0A368AKL7,Cytoplasmic,0.0000,0.0445,0.8731,0.0005,0.0002,0.0817
6192,A0A239Y7X2,Periplasmic,0.0019,0.0303,0.0070,0.0013,0.0592,0.9003
6193,A0A355XWQ6,Periplasmic,0.0003,0.0216,0.0236,0.0006,0.0054,0.9485
6194,A0A1G4FMY9,Cytoplasmic,0.0065,0.1170,0.7704,0.0058,0.0980,0.0023
6195,A0A2T4T3A6,Periplasmic,0.0009,0.1197,0.0040,0.0005,0.0374,0.8374
6196,A0A372V2S0,Cytoplasmic,0.0004,0.1343,0.8385,0.0068,0.0046,0.0155
6197,A0A355IH08,Periplasmic,0.0010,0.0219,0.0847,0.0046,0.0623,0.8254
6198,C9MRM8,Periplasmic,0.0005,0.0237,0.0203,0.0011,0.0188,0.9356
6199,A0A2G8IC33,Periplasmic,0.0004,0.0349,0.0044,0.0005,0.0230,0.9367
6200,G5GDS9,Cytoplasmic,0.0008,0.0115,0.9394,0.0145,0.0116,0.0222
6201,A0A370FK91,Cytoplasmic,0.0001,0.2538,0.7335,0.0041,0.0008,0.0077
6202,A0A2V1ISF4,Periplasmic,0.0002,0.0029,0.0085,0.0007,0.0361,0.9516
6203,A0A1A7KDU0,Outer Membrane,0.0028,0.0562,0.0015,0.0165,0.7613,0.1617
6204,A0A1Y3VMP3,Periplasmic,0.0026,0.0182,0.1311,0.0259,0.0999,0.7222
6205,A0A379KFA6,Cytoplasmic,0.0000,0.0136,0.9243,0.0009,0.0002,0.0610
6206,A4VL94,Cytoplasmic,0.0000,0.0507,0.8840,0.0006,0.0002,0.0645
6207,A0A1B3WNA3,Cytoplasmic,0.0006,0.0117,0.9329,0.0018,0.0125,0.0406
6208,A0A379Z983,Periplasmic,0.0003,0.1361,0.0289,0.0401,0.0387,0.7559
6209,R5G732,Periplasmic,0.0021,0.0319,0.0085,0.0010,0.0187,0.9378
6210,A0A379KST8,Cytoplasmic,0.0000,0.0423,0.9049,0.0006,0.0002,0.0520
6211,A0A255T0J7,Periplasmic,0.0034,0.0339,0.0257,0.0044,0.2420,0.6905
6212,H1DEY7,Outer Membrane,0.0109,0.0570,0.0670,0.3020,0.4243,0.1388
6213,A0A0Q6UCL0,Periplasmic,0.0012,0.0403,0.1737,0.0179,0.0848,0.6821
6214,A0A2J7Y3M3,Cytoplasmic,0.0000,0.0115,0.9129,0.0005,0.0003,0.0748
6215,A0A2N7RZ10,Cytoplasmic,0.0003,0.0441,0.9320,0.0024,0.0028,0.0185
6216,A0A3D3MPK7,Periplasmic,0.0005,0.0281,0.1140,0.0022,0.0059,0.8494
6217,A0A095YTN4,Periplasmic,0.0007,0.0322,0.0036,0.0005,0.0172,0.9458
6218,A0A2M9AGB0,Cytoplasmic,0.0002,0.0562,0.9239,0.0016,0.0026,0.0155
6219,A0A2C8EXE2,Cytoplasmic,0.0000,0.0196,0.8921,0.0014,0.0003,0.0866
6220,B9YC68,Cytoplasmic,0.0022,0.0806,0.8847,0.0030,0.0080,0.0215
6221,A0A2W7L8C4,Cytoplasmic,0.0000,0.0270,0.9324,0.0006,0.0003,0.0396
6222,A0A0Q8EUI0,Periplasmic,0.0002,0.1364,0.1528,0.2353,0.0563,0.4190
6223,A0A2T9JL93,Cytoplasmic,0.0013,0.1662,0.6834,0.0325,0.0143,0.1021
6224,A0A178X4Z6,Cytoplasmic,0.0005,0.2334,0.7377,0.0048,0.0013,0.0222
6225,Q8E9L8,Periplasmic,0.0020,0.1522,0.0457,0.0931,0.1618,0.5452
6226,A0A143XU02,Periplasmic,0.0011,0.0562,0.1431,0.0026,0.0437,0.7533
6227,A0A0F0DEM7,Cytoplasmic,0.0000,0.0265,0.9621,0.0005,0.0002,0.0107
6228,A0A341EZ71,Cytoplasmic,0.0000,0.0086,0.9806,0.0005,0.0001,0.0101
6229,A0A1C6FL33,Cytoplasmic,0.0038,0.3651,0.5310,0.0314,0.0663,0.0024
6230,A0A2X0XC77,Extracellular,0.1211,0.8264,0.0058,0.0448,0.0013,0.0006
6231,R5GDC6,Cytoplasmic,0.0003,0.0344,0.8888,0.0238,0.0037,0.0491
6232,A0A0Q8ES19,Periplasmic,0.0005,0.1179,0.0687,0.1951,0.1493,0.4685
6233,A0A231P4W9,Periplasmic,0.0010,0.0644,0.1844,0.1012,0.0548,0.5943
6234,Q88QV9,Cytoplasmic,0.0000,0.0244,0.9163,0.0004,0.0003,0.0587
6235,J9GJ95,Cytoplasmic,0.0005,0.0188,0.9264,0.0145,0.0037,0.0361
6236,G5H6S6,Periplasmic,0.0004,0.0071,0.0075,0.0050,0.2363,0.7437
6237,A0A2A3YD86,Cytoplasmic,0.0002,0.1138,0.7734,0.0834,0.0029,0.0263
6238,U2RRP0,Cytoplasmic,0.0000,0.3294,0.6609,0.0043,0.0001,0.0053
6239,R6EBB5,Periplasmic,0.0123,0.0711,0.0270,0.0198,0.0737,0.7962
6240,R0CVJ1,Periplasmic,0.0001,0.0025,0.0166,0.0026,0.0106,0.9676
6241,D1K6P1,Periplasmic,0.0078,0.1181,0.0210,0.0163,0.0783,0.7585
6242,A0A1X0M0D3,Cytoplasmic,0.0010,0.3211,0.5484,0.1246,0.0026,0.0024
6243,A0A178XDV2,Cytoplasmic,0.0007,0.1668,0.7062,0.0959,0.0026,0.0277
6244,A0A0H0ZQT7,Cytoplasmic,0.0004,0.1389,0.8467,0.0044,0.0028,0.0067
6245,A0A2S6B5D6,Periplasmic,0.0012,0.0876,0.1521,0.2361,0.1049,0.4181
6246,A0A264Y7C8,Periplasmic,0.0004,0.0389,0.0034,0.0003,0.0228,0.9342
6247,A0A023Y657,Periplasmic,0.0000,0.0013,0.0017,0.0003,0.0016,0.9952
6248,A0A1I4BIJ9,Periplasmic,0.0005,0.0297,0.0070,0.4031,0.0999,0.4598
6249,A0A127MUQ6,Cytoplasmic,0.0000,0.0513,0.8967,0.0007,0.0003,0.0510
6250,D4IL03,Outer Membrane,0.0088,0.0448,0.1998,0.0558,0.3711,0.3197
6251,A0A0Q8EK49,Cytoplasmic Membrane,0.0003,0.0595,0.1495,0.3911,0.0623,0.3373
6252,A0A1I6VY43,Cytoplasmic,0.0300,0.4443,0.4885,0.0210,0.0130,0.0033
6253,A0A1G7A2P7,Cytoplasmic,0.0004,0.1736,0.7478,0.0017,0.0009,0.0756
6254,H1Q2E9,Periplasmic,0.0017,0.0974,0.0061,0.0010,0.0454,0.8484
6255,I6XXQ7,Cytoplasmic,0.0020,0.0863,0.8873,0.0058,0.0035,0.0152
6256,A0A2Z5U8S1,Periplasmic,0.0002,0.0367,0.0383,0.0008,0.0177,0.9063
6257,A0A174ZDM7,Periplasmic,0.0039,0.0341,0.0577,0.0788,0.3909,0.4347
6258,A0A1Y4HK19,Periplasmic,0.0011,0.0147,0.0235,0.0308,0.4175,0.5124
6259,A0A3F3I4P0,Cytoplasmic,0.0010,0.0072,0.9747,0.0018,0.0022,0.0132
6260,L1MDR9,Cytoplasmic,0.0022,0.1040,0.7808,0.0976,0.0085,0.0068
6261,A0A178WZH1,Cytoplasmic,0.0002,0.2719,0.6900,0.0053,0.0016,0.0311
6262,A0A1R4FZH0,Periplasmic,0.0001,0.1400,0.1473,0.0064,0.0060,0.7002
6263,S2WL30,Cytoplasmic,0.0006,0.0358,0.9214,0.0040,0.0104,0.0278
6264,A0A1F2A364,Cytoplasmic,0.0004,0.1425,0.8494,0.0034,0.0018,0.0026
6265,A0A2Z5A5I1,Cytoplasmic,0.0000,0.0146,0.9144,0.0004,0.0000,0.0705
6266,J2ZER7,Cytoplasmic,0.0004,0.0732,0.9148,0.0014,0.0050,0.0052
6267,A0A022LAM5,Cytoplasmic,0.0000,0.0439,0.9526,0.0018,0.0005,0.0012
6268,B5VZ57,Cytoplasmic,0.0004,0.1101,0.8006,0.0163,0.0030,0.0696
6269,A0A160TLU9,Periplasmic,0.0002,0.0213,0.0819,0.2142,0.1136,0.5689
6270,H3SPG6,Extracellular,0.1503,0.6498,0.1117,0.0506,0.0067,0.0309
6271,A0A399Q435,Cytoplasmic,0.0006,0.3565,0.6277,0.0085,0.0018,0.0049
6272,A0A2W4Z6A9,Periplasmic,0.0006,0.0188,0.0720,0.0786,0.1517,0.6781
6273,A0A2R7NQG7,Periplasmic,0.0009,0.1353,0.1885,0.1575,0.0554,0.4624
6274,A0A2S0P8Q9,Cytoplasmic,0.0001,0.0240,0.9540,0.0081,0.0042,0.0096
6275,A0A090V4W3,Cytoplasmic,0.0000,0.1051,0.4773,0.0053,0.0008,0.4115
6276,J1GQI4,Cytoplasmic,0.0001,0.1511,0.8462,0.0010,0.0009,0.0007
6277,A0A255SJ89,Periplasmic,0.0004,0.0524,0.0139,0.0018,0.0053,0.9263
6278,A0A285KNY9,Periplasmic,0.0000,0.1092,0.4337,0.0026,0.0005,0.4539
6279,A0A1D8YCT8,Periplasmic,0.0001,0.0242,0.1704,0.2739,0.0630,0.4684
6280,D4INR3,Periplasmic,0.0017,0.0289,0.0163,0.0190,0.3204,0.6136
6281,A0A1Y3VCP5,Periplasmic,0.0010,0.0313,0.0121,0.0115,0.1123,0.8318
6282,A0A073AV82,Cytoplasmic,0.0002,0.0594,0.9027,0.0320,0.0010,0.0045
6283,A0A1I2KYC8,Extracellular,0.0111,0.5965,0.3563,0.0083,0.0216,0.0062
6284,A0A2W4Z3L4,Cytoplasmic,0.0001,0.0534,0.9101,0.0290,0.0023,0.0051
6285,A0A0Q5UW74,Periplasmic,0.0025,0.0097,0.0088,0.0078,0.1215,0.8496
6286,R0EI21,Cytoplasmic Membrane,0.0004,0.0166,0.1361,0.3876,0.1555,0.3038
6287,E1GVI9,Periplasmic,0.0128,0.3309,0.0117,0.0302,0.1160,0.4984
6288,A0A316SRB4,Periplasmic,0.0059,0.0749,0.0756,0.0404,0.3563,0.4469
6289,A0A2S0LMG8,Cytoplasmic,0.0002,0.2967,0.6950,0.0026,0.0015,0.0040
6290,A0A1A9FC45,Cytoplasmic,0.0001,0.1526,0.4368,0.0186,0.0023,0.3896
6291,A0A264Y8D1,Periplasmic,0.0009,0.0643,0.0042,0.0009,0.0074,0.9223
6292,A0A0R0B3H0,Periplasmic,0.0002,0.0173,0.1206,0.2184,0.1221,0.5214
6293,A0A0L0API2,Cytoplasmic,0.0000,0.0574,0.5880,0.0042,0.0008,0.3495
6294,A0A1B1S7K5,Periplasmic,0.0002,0.0604,0.0153,0.0007,0.0042,0.9192
6295,A0A2S6B8F4,Periplasmic,0.0010,0.1038,0.0771,0.1475,0.1261,0.5445
6296,A0A1E3LR63,Periplasmic,0.0003,0.0463,0.3243,0.0032,0.0104,0.6155
6297,F9DCZ7,Periplasmic,0.0011,0.0512,0.0087,0.0013,0.0163,0.9215
6298,A0A1H4ETA1,Outer Membrane,0.0008,0.0063,0.0063,0.0134,0.5697,0.4036
6299,A0A2S5CW67,Extracellular,0.2737,0.6037,0.0085,0.1102,0.0032,0.0007
6300,Q8E8P3,Cytoplasmic Membrane,0.0096,0.2426,0.0899,0.2730,0.2144,0.1704
6301,A0A1I4WIA3,Periplasmic,0.0046,0.0212,0.0129,0.0038,0.1914,0.7661
6302,I8XZ25,Periplasmic,0.0074,0.0478,0.1033,0.0668,0.3458,0.4288
6303,R5AJJ7,Periplasmic,0.0020,0.0414,0.0350,0.0022,0.0341,0.8853
6304,S2WCV8,Cytoplasmic,0.0003,0.0260,0.9647,0.0007,0.0030,0.0052
6305,A0A1M3E0A2,Periplasmic,0.0023,0.0077,0.0886,0.0180,0.2509,0.6326
6306,A0A0H5LRE9,Cytoplasmic,0.0002,0.0725,0.6258,0.0085,0.0011,0.2918
6307,A0A095WNX5,Cytoplasmic,0.0006,0.0624,0.9122,0.0020,0.0105,0.0123
6308,A0A2P8VLN6,Periplasmic,0.0001,0.1803,0.3628,0.0057,0.0009,0.4502
6309,B7LPJ9,Cytoplasmic,0.0001,0.0781,0.6315,0.0027,0.0008,0.2869
6310,A4F6I4,Cytoplasmic,0.0001,0.0817,0.8855,0.0285,0.0006,0.0036
6311,A0A3E5HUC4,Periplasmic,0.0078,0.0370,0.0960,0.0651,0.2576,0.5365
6312,B3CKY7,Cytoplasmic,0.0002,0.0724,0.9052,0.0014,0.0015,0.0193
6313,F9EH31,Cytoplasmic,0.0002,0.2002,0.7957,0.0010,0.0014,0.0014
6314,A0A3D5M838,Cytoplasmic,0.0000,0.0922,0.4820,0.0051,0.0009,0.4199
6315,W7PQJ5,Extracellular,0.0011,0.7203,0.0761,0.0035,0.0085,0.1904
6316,A0A144ML06,Cytoplasmic,0.0005,0.1028,0.8843,0.0091,0.0021,0.0012
6317,A0A257KU84,Periplasmic,0.0000,0.0238,0.4257,0.0010,0.0011,0.5484
6318,F8E1T1,Cytoplasmic,0.0006,0.0670,0.9221,0.0067,0.0027,0.0009
6319,L0M1J3,Cytoplasmic,0.0000,0.0988,0.4779,0.0037,0.0005,0.4191
6320,E4RV17,Periplasmic,0.0100,0.2312,0.2946,0.0115,0.0222,0.4305
6321,N6W510,Cytoplasmic,0.0003,0.0319,0.9501,0.0015,0.0078,0.0084
6322,A0A3C1E6F2,Periplasmic,0.0007,0.0673,0.0037,0.0013,0.0049,0.9221
6323,A0A239X545,Outer Membrane,0.0135,0.0553,0.0249,0.0797,0.4410,0.3856
6324,A0A1N7QPP3,Periplasmic,0.0178,0.2440,0.0646,0.0598,0.0976,0.5162
6325,A0A1A7KL39,Periplasmic,0.0141,0.3431,0.0686,0.0245,0.0534,0.4964
6326,A0A1I5E843,Periplasmic,0.0034,0.0818,0.0093,0.0139,0.0696,0.8219
6327,R5B2L6,Periplasmic,0.0019,0.0457,0.0112,0.1280,0.3399,0.4732
6328,A0A0F7HH18,Cytoplasmic,0.0000,0.0652,0.4665,0.0114,0.0012,0.4557
6329,A0A3B9EF03,Cytoplasmic,0.0002,0.0181,0.4603,0.3221,0.0599,0.1395
6330,A0A2V1IMS4,Periplasmic,0.0060,0.0504,0.0300,0.0350,0.1865,0.6921
6331,A0A147I1S9,Periplasmic,0.0008,0.0182,0.0602,0.0490,0.1112,0.7606
6332,A0A2X3E7I4,Periplasmic,0.0000,0.1628,0.2729,0.0020,0.0008,0.5615
6333,C0W3U2,Cytoplasmic,0.0004,0.3208,0.6708,0.0029,0.0014,0.0036
6334,A0A1G0AHW9,Periplasmic,0.0056,0.3805,0.0604,0.0071,0.0247,0.5218
6335,E6KAX1,Periplasmic,0.0002,0.0202,0.0183,0.0007,0.0044,0.9562
6336,N9W0H1,Periplasmic,0.0002,0.0717,0.0795,0.0029,0.0044,0.8413
6337,A0A2Z3YVR7,Cytoplasmic,0.0001,0.0979,0.8938,0.0055,0.0014,0.0013
6338,R9VID8,Cytoplasmic,0.0000,0.0701,0.5927,0.0044,0.0010,0.3317
6339,A0A1Y2QK20,Periplasmic,0.0004,0.0447,0.1667,0.0087,0.0284,0.7511
6340,K9DBX7,Periplasmic,0.0000,0.1016,0.4398,0.0027,0.0008,0.4551
6341,A0A0Q5UPX7,Outer Membrane,0.0024,0.0029,0.0042,0.0359,0.9062,0.0485
6342,A0A379MQ07,Periplasmic,0.0009,0.0320,0.0210,0.0952,0.2062,0.6448
6343,A0A1Y3WLE0,Outer Membrane,0.0056,0.0652,0.0129,0.1491,0.5010,0.2661
6344,A0A239YBM2,Outer Membrane,0.0102,0.0842,0.0283,0.0613,0.7113,0.1047
6345,W0ESW3,Periplasmic,0.0041,0.0832,0.0204,0.1294,0.3209,0.4420
6346,A0A1R0GFU3,Periplasmic,0.0000,0.3685,0.1608,0.0096,0.0017,0.4593
6347,K9CTG6,Periplasmic,0.0002,0.0530,0.1579,0.1506,0.1318,0.5065
6348,B1JCU4,Periplasmic,0.0000,0.0943,0.3078,0.0003,0.0002,0.5975
6349,A0A089Z1T6,Periplasmic,0.0000,0.0946,0.3220,0.0006,0.0003,0.5826
6350,C9XUJ1,Cytoplasmic,0.0000,0.1055,0.4658,0.0050,0.0010,0.4228
6351,I9RQ90,Periplasmic,0.0089,0.0640,0.1222,0.0668,0.3443,0.3938
6352,K9CVQ6,Periplasmic,0.0001,0.0892,0.0459,0.0015,0.0084,0.8549
6353,A0A1U7PUK5,Extracellular,0.0106,0.4723,0.4378,0.0207,0.0071,0.0515
6354,A0A095YBL3,Extracellular,0.0012,0.4058,0.3326,0.0130,0.0019,0.2455
6355,R7HRH2,Periplasmic,0.0016,0.1030,0.0083,0.0014,0.0205,0.8652
6356,A0A2X4TDF0,Cytoplasmic,0.0005,0.0629,0.9294,0.0047,0.0017,0.0008
6357,A0A2T4TUH4,Periplasmic,0.0008,0.0790,0.0226,0.0020,0.0110,0.8847
6358,A0A358L564,Periplasmic,0.0000,0.1453,0.3315,0.0040,0.0008,0.5184
6359,A0A1M2ZFS4,Periplasmic,0.0000,0.1524,0.4093,0.0051,0.0020,0.4311
6360,E9SX82,Cytoplasmic,0.0001,0.1191,0.8636,0.0157,0.0010,0.0005
6361,A0A1F0NXG9,Periplasmic,0.0003,0.0348,0.0027,0.0006,0.0028,0.9589
6362,A0A0N0IA18,Periplasmic,0.0000,0.3288,0.0250,0.0007,0.0054,0.6400
6363,A0A379WSX2,Periplasmic,0.0003,0.2125,0.3689,0.0053,0.0016,0.4114
6364,S2YY26,Extracellular,0.0018,0.4002,0.3438,0.0129,0.0068,0.2344
6365,D5VMR8,Periplasmic,0.0000,0.0277,0.3462,0.0009,0.0042,0.6208
6366,A0A176YX23,Cytoplasmic,0.0000,0.0914,0.4652,0.0081,0.0015,0.4337
6367,A4Y5U4,Periplasmic,0.0009,0.0447,0.0151,0.0104,0.1644,0.7646
6368,A0A085ZX20,Cytoplasmic,0.0056,0.3296,0.6064,0.0193,0.0057,0.0335
6369,A0A2L1HHY5,Periplasmic,0.0000,0.1046,0.3037,0.0004,0.0001,0.5912
6370,A0A1J0E8F8,Periplasmic,0.0003,0.2162,0.0660,0.0043,0.0330,0.6801
6371,A0A096BPE6,Periplasmic,0.0067,0.2441,0.0041,0.0113,0.0328,0.7011
6372,A0A2J0SJM4,Periplasmic,0.0000,0.1553,0.0017,0.0030,0.0043,0.8357
6373,A0A370SMZ1,Periplasmic,0.0000,0.1916,0.0053,0.0010,0.0112,0.7909
6374,A0A170PNI1,Cytoplasmic,0.0001,0.0509,0.5595,0.0015,0.0015,0.3865
6375,A0A3C0CE13,Periplasmic,0.0006,0.0747,0.0040,0.0007,0.0075,0.9125
6376,A0A379KWW1,Periplasmic,0.0000,0.1171,0.2859,0.0003,0.0002,0.5965
6377,A0A3B8R1E4,Periplasmic,0.0047,0.0683,0.0583,0.0939,0.1873,0.5875
6378,A0A143XT84,Cytoplasmic,0.0003,0.1180,0.6346,0.0016,0.0015,0.2440
6379,A0A246K4A0,Periplasmic,0.0007,0.1027,0.0865,0.0045,0.0132,0.7923
6380,A0A399SM71,Extracellular,0.0002,0.5556,0.3599,0.0544,0.0013,0.0286
6381,M3VDE7,Cytoplasmic,0.0001,0.1091,0.8659,0.0234,0.0011,0.0004
6382,A0A3D1D5Z8,Periplasmic,0.0027,0.0597,0.0072,0.0074,0.1060,0.8170
6383,A0A160TG97,Periplasmic,0.0000,0.0588,0.1275,0.0119,0.0074,0.7944
6384,A0A0Q4CT98,Cytoplasmic,0.0001,0.0781,0.4994,0.0024,0.0012,0.4187
6385,A0A380BMF2,Periplasmic,0.0002,0.0708,0.0026,0.0047,0.1012,0.8204
6386,A0A3A9I525,Periplasmic,0.0000,0.1381,0.0291,0.0004,0.0042,0.8281
6387,G0HFX1,Cytoplasmic,0.0001,0.0827,0.9104,0.0041,0.0015,0.0012
6388,A0A105TGX8,Periplasmic,0.0000,0.0938,0.3625,0.0011,0.0003,0.5423
6389,A0A2X2BLD1,Periplasmic,0.0002,0.2638,0.0401,0.0027,0.0062,0.6870
6390,J5TT01,Extracellular,0.0078,0.5155,0.1620,0.0041,0.0031,0.3075
6391,E6MTP4,Periplasmic,0.0009,0.1107,0.0063,0.0021,0.0076,0.8725
6392,D9RW34,Periplasmic,0.0027,0.0689,0.0036,0.0034,0.0171,0.9043
6393,G6AG94,Periplasmic,0.0011,0.0554,0.0089,0.0055,0.0100,0.9190
6394,A0A3D1L7H9,Extracellular,0.0000,0.5685,0.2323,0.0458,0.0002,0.1533
6395,A0A2N7RZP6,Extracellular,0.0001,0.8412,0.1403,0.0023,0.0017,0.0144
6396,L1M9J0,Periplasmic,0.0002,0.3504,0.2646,0.0031,0.0019,0.3798
6397,A0A1D2TUX5,Periplasmic,0.0002,0.1106,0.0406,0.0050,0.0497,0.7939
6398,A0A1M6ZYC0,Cytoplasmic,0.0000,0.0929,0.4799,0.0044,0.0012,0.4214
6399,A0A085BP47,Periplasmic,0.0035,0.0296,0.0115,0.0052,0.2867,0.6636
6400,A0A1I6TXK8,Periplasmic,0.0148,0.1896,0.0585,0.0565,0.1834,0.4973
6401,G8UNC8,Periplasmic,0.0137,0.2151,0.1410,0.0235,0.0460,0.5608
6402,A0A1Q4H4B0,Extracellular,0.0001,0.8664,0.1174,0.0050,0.0014,0.0097
6403,A0A0Q9KEW4,Extracellular,0.0000,0.5177,0.2695,0.0383,0.0004,0.1740
6404,U7LE40,Cytoplasmic,0.0010,0.2467,0.5753,0.0113,0.0060,0.1598
6405,A0A0H0ZS74,Cytoplasmic,0.0002,0.1319,0.8505,0.0093,0.0013,0.0068
6406,Q59536,Cytoplasmic,0.0067,0.2989,0.6046,0.0108,0.0028,0.0762
6407,E0DDS4,Cytoplasmic,0.0003,0.2719,0.4676,0.0021,0.0020,0.2560
6408,A0A1S1EH53,Extracellular,0.0005,0.5272,0.4590,0.0047,0.0020,0.0067
6409,A0A142IQ57,Periplasmic,0.0000,0.1584,0.2440,0.0003,0.0002,0.5971
6410,A0A2V2ESG4,Extracellular,0.0058,0.5288,0.4151,0.0093,0.0146,0.0263
6411,A0A246HN26,Periplasmic,0.0000,0.1094,0.0025,0.0024,0.0055,0.8802
6412,A0A0W1KIY9,Cytoplasmic,0.0024,0.1563,0.7801,0.0242,0.0180,0.0189
6413,A0A2N9JFU2,Extracellular,0.0000,0.6863,0.0990,0.0370,0.0001,0.1775
6414,A0A2W5VXY7,Periplasmic,0.0000,0.1192,0.2574,0.0003,0.0003,0.6228
6415,A0A0R0CV33,Periplasmic,0.0000,0.1768,0.0031,0.0048,0.0083,0.8071
6416,A0A147H7Y2,Periplasmic,0.0001,0.1557,0.2969,0.0023,0.0007,0.5443
6417,A0A150H6T7,Cytoplasmic,0.0003,0.2746,0.6998,0.0193,0.0018,0.0043
6418,A0A1S2N0P4,Extracellular,0.0005,0.5264,0.3969,0.0152,0.0010,0.0601
6419,A0A0F7YBY3,Periplasmic,0.0000,0.1550,0.2641,0.0008,0.0004,0.5797
6420,A0A0F0DXJ1,Periplasmic,0.0000,0.1533,0.2545,0.0004,0.0004,0.5914
6421,A0A1L3MFF9,Extracellular,0.0000,0.4954,0.3105,0.0376,0.0003,0.1562
6422,I9WML4,Cytoplasmic,0.0000,0.0572,0.6763,0.0028,0.0005,0.2633
6423,C3PJ91,Cytoplasmic,0.0007,0.2222,0.4588,0.0070,0.0049,0.3064
6424,A0A1I3HTX4,Periplasmic,0.0000,0.1297,0.2646,0.0003,0.0002,0.6052
6425,A0A0D7NM67,Cytoplasmic,0.0000,0.0435,0.5410,0.0039,0.0007,0.4108
6426,D7WB88,Cytoplasmic,0.0003,0.3580,0.6289,0.0057,0.0022,0.0049
6427,R6CA37,Cytoplasmic,0.0035,0.3123,0.5183,0.0143,0.0191,0.1325
